[2018/8/28 - 0:17:13] {AA3333}AdmCmd{FFFF00}: LongBi (IP:14.169.169.173) was silent kicked boi LongBi, {FFFF00}Ly Do{FFFF00}: off ngu , a hiep nn
[2018/8/28 - 20:51:21] {AA3333}AdmCmd{FFFF00}: HAC (IP:42.113.162.119) was silent kicked boi LongBi, {FFFF00}Ly Do{FFFF00}: fake 
[2021/7/24 - 18:57:04] {AA3333}AdmCmd{FFFF00}: Vo VanThang (IP:113.22.127.101) was kick boi Long, {FFFF00}Ly Do{FFFF00}: ra xoa cleo weapons
[2021/7/24 - 21:30:30] {AA3333}AdmCmd{FFFF00}: HaNgo 0104 (IP:222.252.245.117) was kick boi Long, {FFFF00}Ly Do{FFFF00}: BB. VD: Ha_Ngo
[2021/7/24 - 23:05:32] {AA3333}AdmCmd{FFFF00}: Ryan Smith (IP:113.172.138.227) was kick boi Shi Master, {FFFF00}Ly Do{FFFF00}: con nit nen di ngu som
[2021/7/25 - 2:30:57] {AA3333}AdmCmd{FFFF00}: Rot Bot (IP:42.113.218.236) was kick boi Long, {FFFF00}Ly Do{FFFF00}: .
[2021/7/25 - 14:27:16] {AA3333}AdmCmd{FFFF00}: ngminh phu (IP:14.242.175.131) was kick boi Tran Trung Hau, {FFFF00}Ly Do{FFFF00}: relog 
[2021/7/25 - 23:34:30] {AA3333}AdmCmd{FFFF00}: TUAN PRO (IP:117.5.146.131) was kick boi Ryan Smith, {FFFF00}Ly Do{FFFF00}: Ban ranh ghe vao trollcar m
[2021/7/25 - 23:34:38] {AA3333}AdmCmd{FFFF00}: Vietgang Red (IP:103.237.147.50) was kick boi Ryan Smith, {FFFF00}Ly Do{FFFF00}: Ban ranh ghe vao troll
[2021/7/25 - 23:41:09] {AA3333}AdmCmd{FFFF00}: Wend Kill (IP:45.122.221.11) was kick boi Ryan Smith, {FFFF00}Ly Do{FFFF00}: Con nguoi hay con gi vay (
[2021/7/25 - 23:42:06] {AA3333}AdmCmd{FFFF00}: Wend Kill (IP:45.122.221.11) was kick boi Ryan Smith, {FFFF00}Ly Do{FFFF00}: xeo
[2021/7/25 - 23:44:21] {AA3333}AdmCmd{FFFF00}: Quan Dangg (IP:171.252.154.116) was kick boi Ryan Smith, {FFFF00}Ly Do{FFFF00}: next
[2021/7/26 - 16:36:23] {AA3333}AdmCmd{FFFF00}: ngminh phu (IP:14.242.175.131) was kick boi Tran Trung Hau, {FFFF00}Ly Do{FFFF00}: relog
[2021/7/26 - 22:07:43] {AA3333}AdmCmd{FFFF00}: BuiMinh Top1 (IP:116.99.68.105) was silent kicked boi TienTom, {FFFF00}Ly Do{FFFF00}: rename
[2021/7/26 - 22:09:21] {AA3333}AdmCmd{FFFF00}: BuiMinh Top1 (IP:116.99.68.105) was silent kicked boi TienTom, {FFFF00}Ly Do{FFFF00}: !
[2021/7/26 - 22:12:25] {AA3333}AdmCmd{FFFF00}: BuiMinh TopMot (IP:116.99.68.105) was kick boi Ryan Smith, {FFFF00}Ly Do{FFFF00}: next
[2021/7/29 - 20:18:01] {AA3333}AdmCmd{FFFF00}: SIRO GAMING (IP:125.235.229.168) was kick boi MingQuang, {FFFF00}Ly Do{FFFF00}: lam nguoi di ong
[2021/7/31 - 23:51:41] {AA3333}AdmCmd{FFFF00}: Rich Brian (IP:42.119.36.36) was kick boi Shi Master, {FFFF00}Ly Do{FFFF00}: Power Gaming
[2021/7/31 - 23:51:43] {AA3333}AdmCmd{FFFF00}: Marco Reus (IP:112.197.71.194) was kick boi Ryan Smith, {FFFF00}Ly Do{FFFF00}: Ve tu OOC
[2021/7/31 - 23:51:44] {AA3333}AdmCmd{FFFF00}: Marco Reus (IP:112.197.71.194) was kick boi Shi Master, {FFFF00}Ly Do{FFFF00}: Power Gaming
[2021/8/1 - 0:01:03] {AA3333}AdmCmd{FFFF00}: Rich Brian (IP:42.119.36.36) was kick boi Ryan Smith, {FFFF00}Ly Do{FFFF00}: PG
[2021/8/1 - 0:01:05] {AA3333}AdmCmd{FFFF00}: Marco Reus (IP:112.197.71.194) was kick boi Ryan Smith, {FFFF00}Ly Do{FFFF00}: PG
[2021/8/1 - 0:08:14] {AA3333}AdmCmd{FFFF00}: Marco Reus (IP:112.197.71.194) was kick boi Tran Trung Hau, {FFFF00}Ly Do{FFFF00}: ve tu anh trai
[2021/8/1 - 0:08:19] {AA3333}AdmCmd{FFFF00}: Rich Brian (IP:42.119.36.36) was kick boi Tran Trung Hau, {FFFF00}Ly Do{FFFF00}: ve tu anh trai
[2021/8/1 - 0:43:17] {AA3333}AdmCmd{FFFF00}: Marco Reus (IP:112.197.71.194) was kick boi Tran Trung Hau, {FFFF00}Ly Do{FFFF00}: ve tu 
[2021/8/1 - 0:43:29] {AA3333}AdmCmd{FFFF00}: Rich Brian (IP:42.119.36.36) was kick boi Tran Trung Hau, {FFFF00}Ly Do{FFFF00}: ve tu a
[2021/8/1 - 11:40:58] {AA3333}AdmCmd{FFFF00}: Dang KhoaZ (IP:27.2.1.137) was kick boi Ryan Smith, {FFFF00}Ly Do{FFFF00}: tata di
[2021/8/1 - 12:26:35] {AA3333}AdmCmd{FFFF00}: Tom Curry (IP:113.170.33.85) was kick boi TienTom, {FFFF00}Ly Do{FFFF00}: doi ten
[2021/8/1 - 12:26:46] {AA3333}AdmCmd{FFFF00}: hi moi nguoi nha (IP:27.2.1.137) was kick boi TienTom, {FFFF00}Ly Do{FFFF00}: doi ten
[2021/8/1 - 15:57:20] {AA3333}AdmCmd{FFFF00}: Black PInk (IP:27.2.1.137) was kick boi Ryan Smith, {FFFF00}Ly Do{FFFF00}: tat
[2021/8/3 - 12:49:09] {AA3333}AdmCmd{FFFF00}: rambo phung (IP:58.186.23.210) was silent kicked boi Ryan Smith, {FFFF00}Ly Do{FFFF00}: Tat
[2021/8/3 - 13:04:50] {AA3333}AdmCmd{FFFF00}: GLX SUSUU (IP:116.110.64.46) was kick boi Otter Steward, {FFFF00}Ly Do{FFFF00}: Hack
[2021/8/3 - 13:06:13] {AA3333}AdmCmd{FFFF00}: DoanThi Ahao (IP:113.22.146.233) was kick boi Otter Steward, {FFFF00}Ly Do{FFFF00}: Hack
[2021/8/3 - 13:07:51] {AA3333}AdmCmd{FFFF00}: ChuVan TuanAnh (IP:171.244.25.232) was kick boi Otter Steward, {FFFF00}Ly Do{FFFF00}: Hack
[2021/8/3 - 13:08:59] {AA3333}AdmCmd{FFFF00}: ChuVan TuanAnh (IP:171.244.25.232) was kick boi Otter Steward, {FFFF00}Ly Do{FFFF00}: .
[2021/8/3 - 13:09:28] {AA3333}AdmCmd{FFFF00}: ChuVan TuanAnh (IP:171.244.25.232) was kick boi Otter Steward, {FFFF00}Ly Do{FFFF00}: .
[2021/8/3 - 13:14:55] {AA3333}AdmCmd{FFFF00}: Phan ThanhTay (IP:171.244.25.232) was kick boi Otter Steward, {FFFF00}Ly Do{FFFF00}: .
[2021/8/3 - 13:15:07] {AA3333}AdmCmd{FFFF00}: Chu HoangLoi (IP:183.80.140.119) was kick boi Otter Steward, {FFFF00}Ly Do{FFFF00}: .
[2021/8/4 - 23:59:02] {AA3333}AdmCmd{FFFF00}: Long (IP:113.173.116.77) was silent kicked boi Long, {FFFF00}Ly Do{FFFF00}: Ha Ngo <3
[2021/8/5 - 3:01:44] {AA3333}AdmCmd{FFFF00}: Shi Master (IP:222.252.233.238) was silent kicked boi Shi Master, {FFFF00}Ly Do{FFFF00}: <3Ha Ngo<3
[2021/8/5 - 11:03:47] {AA3333}AdmCmd{FFFF00}: Ha Ngo (IP:14.182.85.40) was kick boi Shi Master, {FFFF00}Ly Do{FFFF00}: di ngu di , choi game qua thoi
[2021/8/7 - 23:03:58] {AA3333}AdmCmd{FFFF00}: Tran Trung Hau (IP:113.169.216.158) was silent kicked boi Ryan Smith, {FFFF00}Ly Do{FFFF00}: Ngu som di
[2021/8/8 - 23:11:47] {AA3333}AdmCmd{FFFF00}: XuanMike LonToN (IP:27.3.80.93) was kick boi Long ChiTiet, {FFFF00}Ly Do{FFFF00}: NN,VD: Brian_Rich
[2021/8/9 - 18:44:12] {AA3333}AdmCmd{FFFF00}: Rot Bot (IP:42.119.156.88) was silent kicked boi Ryan Smith, {FFFF00}Ly Do{FFFF00}: Relog
[2021/8/11 - 1:39:41] {AA3333}AdmCmd{FFFF00}: Thor Yang (IP:113.188.151.84) was kick boi Shi Master, {FFFF00}Ly Do{FFFF00}: relog a oi
[2021/8/17 - 8:43:03] {AA3333}AdmCmd{FFFF00}: Rot Bot (IP:42.113.219.196) was kick boi Tran Trung Hau, {FFFF00}Ly Do{FFFF00}: relog
[2021/8/20 - 21:53:47] {AA3333}AdmCmd{FFFF00}: ChienThan Javier (IP:1.52.213.111) was silent kicked boi Long, {FFFF00}Ly Do{FFFF00}: Xoa cleo hack vu 
[2021/8/25 - 10:42:53] {AA3333}AdmCmd{FFFF00}: quan dang (IP:1.54.209.231) was kick boi Tientom, {FFFF00}Ly Do{FFFF00}: bug truck ( canh cao )
[2021/8/25 - 20:13:19] {AA3333}AdmCmd{FFFF00}: Lee Tae Yong (IP:125.235.237.26) was silent kicked boi Ryan Smith, {FFFF00}Ly Do{FFFF00}: Relog
[2021/8/25 - 20:17:38] {AA3333}AdmCmd{FFFF00}: Tran Chanh (IP:171.224.177.167) was kick boi Long, {FFFF00}Ly Do{FFFF00}: Ve Tu (CanhCao)
[2021/8/25 - 23:06:53] {AA3333}AdmCmd{FFFF00}: HAC (IP:27.3.144.43) was silent kicked boi Danielle, {FFFF00}Ly Do{FFFF00}: ngu di
[2021/8/26 - 2:39:16] {AA3333}AdmCmd{FFFF00}: ChienThan Javier (IP:1.55.0.224) was kick boi VGTA SHI, {FFFF00}Ly Do{FFFF00}: tu hieu?
[2021/8/26 - 21:24:27] {AA3333}AdmCmd{FFFF00}: thanh long (IP:14.247.213.196) was kick boi Shi, {FFFF00}Ly Do{FFFF00}: relog
[2021/8/27 - 10:51:22] {AA3333}AdmCmd{FFFF00}: Tuan Khoa (IP:27.68.173.77) was kick boi Shi, {FFFF00}Ly Do{FFFF00}: Bug Truck - canh cao lan 1
[2021/8/27 - 13:51:07] {AA3333}AdmCmd{FFFF00}: Piream Dang (IP:42.119.230.52) was kick boi Long, {FFFF00}Ly Do{FFFF00}: Bug Truck (CanhCao)
[2021/8/27 - 14:34:48] {AA3333}AdmCmd{FFFF00}: xic fuhoo (IP:42.119.43.148) was kick boi Long, {FFFF00}Ly Do{FFFF00}: cuop xe nonrp - RP2 (canhcao)
[2021/8/27 - 20:20:55] {AA3333}AdmCmd{FFFF00}: Yen Nhi (IP:171.250.7.152) was silent kicked boi Ryan Smith, {FFFF00}Ly Do{FFFF00}: relog
[2021/8/27 - 20:21:00] {AA3333}AdmCmd{FFFF00}: Trieu DZ (IP:171.236.231.51) was silent kicked boi Ryan Smith, {FFFF00}Ly Do{FFFF00}: relog
[2021/8/28 - 1:53:12] {AA3333}AdmCmd{FFFF00}: Nicolas Jackson (IP:42.115.234.216) was kick boi Shi, {FFFF00}Ly Do{FFFF00}: relog
[2021/8/28 - 14:19:01] {AA3333}AdmCmd{FFFF00}: Diablo Ryan (IP:42.115.136.53) was silent kicked boi Ryan Smith, {FFFF00}Ly Do{FFFF00}: relog
[2021/8/28 - 23:41:47] {AA3333}AdmCmd{FFFF00}: Rot Bot (IP:42.119.231.209) was kick boi Tran Trung Hau, {FFFF00}Ly Do{FFFF00}: relog
[2021/8/29 - 9:34:34] {AA3333}AdmCmd{FFFF00}: Tran Chanh (IP:171.224.179.157) was kick boi Tientom, {FFFF00}Ly Do{FFFF00}: FA admin
[2021/8/29 - 15:52:52] {AA3333}AdmCmd{FFFF00}: Ryan Smith (IP:14.186.57.69) was kick boi Long, {FFFF00}Ly Do{FFFF00}: relog
[2021/8/29 - 19:02:50] {AA3333}AdmCmd{FFFF00}: Duy Pibo (IP:42.119.229.65) was kick boi Long, {FFFF00}Ly Do{FFFF00}: CR(CanhCao)
[2021/8/29 - 21:56:31] {AA3333}AdmCmd{FFFF00}: Cheems Boy (IP:171.236.49.197) was kick boi Long ChiTiet, {FFFF00}Ly Do{FFFF00}: spam chatlog canh cao
[2021/8/29 - 22:09:34] {AA3333}AdmCmd{FFFF00}: son pham (IP:14.244.127.232) was kick boi Long ChiTiet, {FFFF00}Ly Do{FFFF00}: relog
[2021/8/30 - 2:26:18] {AA3333}AdmCmd{FFFF00}: Nicolas Jackson (IP:42.115.234.216) was kick boi RinLaTao, {FFFF00}Ly Do{FFFF00}: di ngu di , ns nhieu 
[2021/8/30 - 13:01:48] {AA3333}AdmCmd{FFFF00}: Jang Douglas (IP:14.248.233.53) was silent kicked boi Ryan Smith, {FFFF00}Ly Do{FFFF00}: Y thuc
[2021/8/30 - 20:24:10] {AA3333}AdmCmd{FFFF00}: Tran Chanhh (IP:171.224.181.133) was silent kicked boi Ryan Smith, {FFFF00}Ly Do{FFFF00}: ve tu
[2021/8/30 - 21:29:00] {AA3333}AdmCmd{FFFF00}: Chuong Huynh (IP:14.186.181.193) was silent kicked boi Ryan Smith, {FFFF00}Ly Do{FFFF00}: relog
[2021/8/30 - 22:08:41] {AA3333}AdmCmd{FFFF00}: But Muc (IP:171.249.87.11) was kick boi Shi, {FFFF00}Ly Do{FFFF00}: NN
[2021/8/30 - 22:08:47] {AA3333}AdmCmd{FFFF00}: Sach Vo (IP:113.183.248.28) was kick boi Shi, {FFFF00}Ly Do{FFFF00}: NN
[2021/8/30 - 22:08:55] {AA3333}AdmCmd{FFFF00}: thuoc ke (IP:27.71.255.131) was kick boi Shi, {FFFF00}Ly Do{FFFF00}: NN
[2021/8/30 - 22:09:04] {AA3333}AdmCmd{FFFF00}: But Chi (IP:14.234.47.74) was kick boi Shi, {FFFF00}Ly Do{FFFF00}: NN
[2021/8/30 - 22:09:07] {AA3333}AdmCmd{FFFF00}: But DaQuang (IP:14.167.156.43) was kick boi Shi, {FFFF00}Ly Do{FFFF00}: NN
[2021/8/30 - 22:09:47] {AA3333}AdmCmd{FFFF00}: Com Pa (IP:113.23.113.175) was kick boi Long, {FFFF00}Ly Do{FFFF00}: NN
[2021/8/31 - 10:24:57] {AA3333}AdmCmd{FFFF00}: SAPD SAPD (IP:222.252.69.242) was kick boi MingQuang, {FFFF00}Ly Do{FFFF00}: NN
[2021/8/31 - 15:27:47] {AA3333}AdmCmd{FFFF00}: Thao Linh (IP:58.187.175.102) was kick boi Tientom, {FFFF00}Ly Do{FFFF00}: kos admin ?
[2021/8/31 - 18:54:10] {AA3333}AdmCmd{FFFF00}: Tam Nc (IP:222.252.69.242) was kick boi Nicolas Jackson, {FFFF00}Ly Do{FFFF00}: CR
[2021/8/31 - 18:55:10] {AA3333}AdmCmd{FFFF00}: mjke VN (IP:123.16.67.4) was silent kicked boi Ryan Smith, {FFFF00}Ly Do{FFFF00}: Moctui Nonrp(CAnh cao
[2021/8/31 - 19:03:32] {AA3333}AdmCmd{FFFF00}: Bi Dz (IP:171.251.232.62) was kick boi Tientom, {FFFF00}Ly Do{FFFF00}: kos
[2021/8/31 - 19:42:15] {AA3333}AdmCmd{FFFF00}: test apk (IP:171.251.237.237) was kick boi Long, {FFFF00}Ly Do{FFFF00}: NN,VD: Long_Nguyen
[2021/8/31 - 20:14:48] {AA3333}AdmCmd{FFFF00}: Oh shire (IP:14.232.142.101) was kick boi Miku Chan, {FFFF00}Ly Do{FFFF00}: CR in VIP
[2021/8/31 - 21:46:28] {AA3333}AdmCmd{FFFF00}: Con Cac Chim To (IP:116.101.20.223) was kick boi Thor Yang, {FFFF00}Ly Do{FFFF00}: Doi? ten roi vao cho
[2021/8/31 - 21:52:05] {AA3333}AdmCmd{FFFF00}: Ga HapBia (IP:113.172.240.145) was kick boi Thor Yang, {FFFF00}Ly Do{FFFF00}: KOS
[2021/8/31 - 22:04:20] {AA3333}AdmCmd{FFFF00}: GLX HaSi (IP:222.252.69.242) was kick boi Thor Yang, {FFFF00}Ly Do{FFFF00}: Thai do. choi ??
[2021/9/1 - 10:51:15] {AA3333}AdmCmd{FFFF00}: Men Aorus (IP:171.247.209.40) was silent kicked boi Tientom, {FFFF00}Ly Do{FFFF00}: relog
[2021/9/1 - 13:39:22] {AA3333}AdmCmd{FFFF00}: Tran Chanh (IP:171.224.181.22) was silent kicked boi Ryan Smith, {FFFF00}Ly Do{FFFF00}: relog
[2021/9/1 - 14:54:21] {AA3333}AdmCmd{FFFF00}: Duc Nimo (IP:14.224.116.69) was silent kicked boi Ryan Smith, {FFFF00}Ly Do{FFFF00}: Moc tui Nonrp
[2021/9/1 - 18:20:18] {AA3333}AdmCmd{FFFF00}: Kita Smiths (IP:14.184.216.40) was kick boi HaNgoYEUShi, {FFFF00}Ly Do{FFFF00}: an bay khong duoc noi b
[2021/9/1 - 19:07:24] {AA3333}AdmCmd{FFFF00}: Tran ChanhQuaDu (IP:171.224.181.22) was kick boi Long, {FFFF00}Ly Do{FFFF00}: relog
[2021/9/1 - 20:19:20] {AA3333}AdmCmd{FFFF00}: Trong Nghia (IP:14.230.217.14) was silent kicked boi Ryan Smith, {FFFF00}Ly Do{FFFF00}: relog
[2021/9/1 - 22:30:56] {AA3333}AdmCmd{FFFF00}: Phuc Sang (IP:1.52.203.88) was silent kicked boi Ryan Smith, {FFFF00}Ly Do{FFFF00}: relog
[2021/9/2 - 11:38:40] {AA3333}AdmCmd{FFFF00}: Hoang Huy (IP:118.71.140.171) was silent kicked boi Tientom, {FFFF00}Ly Do{FFFF00}: relog
[2021/9/2 - 22:32:25] {AA3333}AdmCmd{FFFF00}: hoa dambut (IP:1.52.73.136) was kick boi Thor Yang, {FFFF00}Ly Do{FFFF00}: Khong choi cleo vu khi
[2021/9/3 - 13:13:55] {AA3333}AdmCmd{FFFF00}: Ryan Smith (IP:14.186.57.69) was kick boi Shi, {FFFF00}Ly Do{FFFF00}: out
[2021/9/3 - 17:35:37] {AA3333}AdmCmd{FFFF00}: thanh long (IP:14.247.213.196) was silent kicked boi Tientom, {FFFF00}Ly Do{FFFF00}: relog
[2021/9/3 - 19:19:02] {AA3333}AdmCmd{FFFF00}: Thomas Emerson (IP:42.119.158.126) was kick boi Long SuaXe, {FFFF00}Ly Do{FFFF00}: CR (canhcao)
[2021/9/3 - 21:28:15] {AA3333}AdmCmd{FFFF00}: Trong Nghia (IP:14.230.217.14) was silent kicked boi Ryan Smith, {FFFF00}Ly Do{FFFF00}: PG(Canh CAO)
[2021/9/4 - 0:27:48] {AA3333}AdmCmd{FFFF00}: kiwi noth (IP:171.250.160.26) was kick boi Thor Yang, {FFFF00}Ly Do{FFFF00}: Choi Dep. chut' ban
[2021/9/4 - 2:00:07] {AA3333}AdmCmd{FFFF00}: Brian Zeros (IP:113.22.91.115) was kick boi Nicolas Jackson, {FFFF00}Ly Do{FFFF00}: ngu di em trai
[2021/9/4 - 10:21:05] {AA3333}AdmCmd{FFFF00}: Chien Kwang (IP:171.224.181.164) was kick boi Jang Douglas, {FFFF00}Ly Do{FFFF00}: Tat hack
[2021/9/4 - 10:28:01] {AA3333}AdmCmd{FFFF00}: VigGa OffCiaL (IP:14.230.217.14) was kick boi Huy, {FFFF00}Ly Do{FFFF00}: Vui long doi ten lai nhe.( Cu
[2021/9/4 - 12:05:51] {AA3333}AdmCmd{FFFF00}: David Dracula (IP:118.70.63.163) was kick boi Jang Douglas, {FFFF00}Ly Do{FFFF00}: tat hack
[2021/9/4 - 12:19:58] {AA3333}AdmCmd{FFFF00}: David Dracula (IP:118.70.63.163) was kick boi Jang Douglas, {FFFF00}Ly Do{FFFF00}: 1 lan nua ra dao
[2021/9/4 - 16:43:51] {AA3333}AdmCmd{FFFF00}: BupBe Anabella (IP:116.105.46.64) was silent kicked boi Long, {FFFF00}Ly Do{FFFF00}: relog
[2021/9/4 - 22:18:58] {AA3333}AdmCmd{FFFF00}: The Forseti (IP:118.68.110.171) was kick boi Shi, {FFFF00}Ly Do{FFFF00}: PG
[2021/9/4 - 22:22:57] {AA3333}AdmCmd{FFFF00}: Shark Boy (IP:123.20.169.86) was kick boi Shi, {FFFF00}Ly Do{FFFF00}: Power Gaming
[2021/9/5 - 2:18:31] {AA3333}AdmCmd{FFFF00}: Jayz Niggzen (IP:14.165.97.214) was kick boi Shi, {FFFF00}Ly Do{FFFF00}: di ngu di
[2021/9/5 - 2:18:37] {AA3333}AdmCmd{FFFF00}: Yuh Gad (IP:116.96.77.242) was kick boi Shi, {FFFF00}Ly Do{FFFF00}: di ngu di
[2021/9/5 - 2:19:18] {AA3333}AdmCmd{FFFF00}: Ha Ngo (IP:113.184.75.49) was kick boi Shi, {FFFF00}Ly Do{FFFF00}: di ngu di ne :v
[2021/9/5 - 2:44:08] {AA3333}AdmCmd{FFFF00}: Chuong Huynh (IP:14.186.181.193) was kick boi Nicolas Jackson, {FFFF00}Ly Do{FFFF00}: ngu di 
[2021/9/5 - 9:48:04] {AA3333}AdmCmd{FFFF00}: No Ways (IP:42.114.32.225) was kick boi Jang Douglas, {FFFF00}Ly Do{FFFF00}: Tat Hack
[2021/9/5 - 10:09:01] {AA3333}AdmCmd{FFFF00}: Tran ChanhQuaDz (IP:171.224.177.125) was kick boi Jang Douglas, {FFFF00}Ly Do{FFFF00}: Tat Hack set hp 
[2021/9/5 - 10:33:59] {AA3333}AdmCmd{FFFF00}: Tran ChanhQuaDz (IP:171.224.177.125) was kick boi Jang Douglas, {FFFF00}Ly Do{FFFF00}: Tat hack canh ca
[2021/9/5 - 11:04:07] {AA3333}AdmCmd{FFFF00}: cau vang (IP:171.251.237.66) was kick boi Jang Douglas, {FFFF00}Ly Do{FFFF00}: CR
[2021/9/5 - 12:51:58] {AA3333}AdmCmd{FFFF00}: ngan ff (IP:125.235.235.174) was kick boi Jang Douglas, {FFFF00}Ly Do{FFFF00}: CR
[2021/9/5 - 12:54:42] {AA3333}AdmCmd{FFFF00}: Kim ngan chua ny (IP:125.235.235.174) was kick boi Jang Douglas, {FFFF00}Ly Do{FFFF00}: Tat Hack
[2021/9/5 - 17:28:42] {AA3333}AdmCmd{FFFF00}: Duc Toan (IP:42.119.229.166) was kick boi Jang Douglas, {FFFF00}Ly Do{FFFF00}: pha truck
[2021/9/5 - 20:39:35] {AA3333}AdmCmd{FFFF00}: duy nho (IP:14.172.124.59) was silent kicked boi Ryan Smith, {FFFF00}Ly Do{FFFF00}: relog
[2021/9/5 - 23:13:39] {AA3333}AdmCmd{FFFF00}: Nicolas Jackson (IP:42.117.242.51) was silent kicked boi Ryan Smith, {FFFF00}Ly Do{FFFF00}: Relog
[2021/9/6 - 2:34:13] {AA3333}AdmCmd{FFFF00}: LQ TOAN (IP:171.250.161.87) was kick boi Nicolas Jackson, {FFFF00}Ly Do{FFFF00}: relog
[2021/9/6 - 2:39:44] {AA3333}AdmCmd{FFFF00}: Po roro (IP:113.163.236.123) was kick boi Nicolas Jackson, {FFFF00}Ly Do{FFFF00}: relog
[2021/9/6 - 9:08:29] {AA3333}AdmCmd{FFFF00}: pe lan (IP:171.233.211.126) was kick boi Jang Douglas, {FFFF00}Ly Do{FFFF00}: Tat Hack
[2021/9/6 - 9:28:08] {AA3333}AdmCmd{FFFF00}: Van Giang (IP:171.252.155.120) was kick boi Jang Douglas, {FFFF00}Ly Do{FFFF00}: KOS canh bao
[2021/9/6 - 17:52:02] {AA3333}AdmCmd{FFFF00}: Phong CH (IP:14.164.23.52) was kick boi Jang Douglas, {FFFF00}Ly Do{FFFF00}: CR
[2021/9/8 - 12:37:23] {AA3333}AdmCmd{FFFF00}: Chuong Huynh (IP:14.186.234.190) was silent kicked boi Ryan Smith, {FFFF00}Ly Do{FFFF00}: relog
[2021/9/8 - 12:52:26] {AA3333}AdmCmd{FFFF00}: phong CH (IP:14.230.67.176) was kick boi Jang Douglas, {FFFF00}Ly Do{FFFF00}: Cuopxe NonRP
[2021/9/8 - 20:11:53] {AA3333}AdmCmd{FFFF00}: Sayo Nara (IP:42.118.214.19) was kick boi Shi, {FFFF00}Ly Do{FFFF00}: Power Gaming
[2021/9/8 - 20:44:08] {AA3333}AdmCmd{FFFF00}: CauBe DangYeu (IP:116.97.53.44) was kick boi MingQuang, {FFFF00}Ly Do{FFFF00}: NonRp Name
